station,date,Latitude,Longitude,airT,ur
Parnamirim,2025-03-01 08:00:00,-5.93898,-35.266639,27.4,NA
Ponta Negra,2025-03-01 08:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-01 08:00:00,-5.79524,-35.18359,30.7,74.1
Alecrim,2025-03-01 09:00:00,-5.79807,-35.21727,28.5,76.2
DIM,2025-03-01 09:00:00,-5.87995,-35.29499,25.4,NA
EAJ,2025-03-01 09:00:00,-5.88395,-35.36455,27.1,89.6
Extremoz,2025-03-01 09:00:00,-5.66732,-35.29729,27.3,NA
Felipe camarao,2025-03-01 09:00:00,-5.82232,-35.26118,25.9,91.2
IF Central,2025-03-01 09:00:00,-5.81187,-35.20221,26.5,92.2
IFZN,2025-03-01 09:00:00,-5.74779,-35.26025,29.1,70.1
Lagoa Azul,2025-03-01 09:00:00,-5.72888,-35.2489,29.8,NA
Parnamirim,2025-03-01 09:00:00,-5.93898,-35.266639,25.3,NA
Ponta Negra,2025-03-01 09:00:00,-5.87605,-35.17857,26.6,NA
Oceanografia,2025-03-01 09:00:00,-5.79524,-35.18359,28.8,80.1
Alecrim,2025-03-01 10:00:00,-5.79807,-35.21727,27.2,84.3
DIM,2025-03-01 10:00:00,-5.87995,-35.29499,29.2,NA
EAJ,2025-03-01 10:00:00,-5.88395,-35.36455,30.9,76.8
Extremoz,2025-03-01 10:00:00,-5.66732,-35.29729,27.8,NA
Felipe camarao,2025-03-01 10:00:00,-5.82232,-35.26118,27.7,84.3
IF Central,2025-03-01 10:00:00,-5.81187,-35.20221,27.2,91.5
IFZN,2025-03-01 10:00:00,-5.74779,-35.26025,27,84.3
Lagoa Azul,2025-03-01 10:00:00,-5.72888,-35.2489,26,NA
Parnamirim,2025-03-01 10:00:00,-5.93898,-35.266639,29.9,NA
Ponta Negra,2025-03-01 10:00:00,-5.87605,-35.17857,26.4,NA
Oceanografia,2025-03-01 10:00:00,-5.79524,-35.18359,27,87.3
Alecrim,2025-03-01 11:00:00,-5.79807,-35.21727,26.2,89.5
DIM,2025-03-01 11:00:00,-5.87995,-35.29499,26.3,NA
EAJ,2025-03-01 11:00:00,-5.88395,-35.36455,26,92.2
Extremoz,2025-03-01 11:00:00,-5.66732,-35.29729,25,NA
Felipe camarao,2025-03-01 11:00:00,-5.82232,-35.26118,25.4,92.1
IF Central,2025-03-01 11:00:00,-5.81187,-35.20221,25.9,96.8
IFZN,2025-03-01 11:00:00,-5.74779,-35.26025,26,84.9
Lagoa Azul,2025-03-01 11:00:00,-5.72888,-35.2489,26.2,NA
Parnamirim,2025-03-01 11:00:00,-5.93898,-35.266639,27.8,NA
Ponta Negra,2025-03-01 11:00:00,-5.87605,-35.17857,24.2,NA
Oceanografia,2025-03-01 11:00:00,-5.79524,-35.18359,27,87.1
Alecrim,2025-03-01 12:00:00,-5.79807,-35.21727,28.1,75.6
DIM,2025-03-01 12:00:00,-5.87995,-35.29499,30.4,NA
EAJ,2025-03-01 12:00:00,-5.88395,-35.36455,32.2,75.2
Extremoz,2025-03-01 12:00:00,-5.66732,-35.29729,27.4,NA
Felipe camarao,2025-03-01 12:00:00,-5.82232,-35.26118,27.1,87
IF Central,2025-03-01 12:00:00,-5.81187,-35.20221,29,80.9
IFZN,2025-03-01 12:00:00,-5.74779,-35.26025,28.2,74.1
Lagoa Azul,2025-03-01 12:00:00,-5.72888,-35.2489,29.2,NA
Parnamirim,2025-03-01 12:00:00,-5.93898,-35.266639,30.9,NA
Ponta Negra,2025-03-01 12:00:00,-5.87605,-35.17857,26.2,89.6
Oceanografia,2025-03-01 12:00:00,-5.79524,-35.18359,31.7,68.3
Alecrim,2025-03-01 13:00:00,-5.79807,-35.21727,30,72.9
DIM,2025-03-01 13:00:00,-5.87995,-35.29499,33,NA
EAJ,2025-03-01 13:00:00,-5.88395,-35.36455,34.4,64.7
Extremoz,2025-03-01 13:00:00,-5.66732,-35.29729,29.3,NA
Felipe camarao,2025-03-01 13:00:00,-5.82232,-35.26118,28.9,78.4
IF Central,2025-03-01 13:00:00,-5.81187,-35.20221,30.4,79.7
IFZN,2025-03-01 13:00:00,-5.74779,-35.26025,29.2,70.1
Lagoa Azul,2025-03-01 13:00:00,-5.72888,-35.2489,30.3,NA
Parnamirim,2025-03-01 13:00:00,-5.93898,-35.266639,31.6,NA
Ponta Negra,2025-03-01 13:00:00,-5.87605,-35.17857,27.9,81.7
Oceanografia,2025-03-01 13:00:00,-5.79524,-35.18359,31.4,68
Alecrim,2025-03-01 14:00:00,-5.79807,-35.21727,29.1,74
DIM,2025-03-01 14:00:00,-5.87995,-35.29499,31.7,NA
EAJ,2025-03-01 14:00:00,-5.88395,-35.36455,32.2,67.1
Extremoz,2025-03-01 14:00:00,-5.66732,-35.29729,29.5,NA
Felipe camarao,2025-03-01 14:00:00,-5.82232,-35.26118,28.5,79.9
IF Central,2025-03-01 14:00:00,-5.81187,-35.20221,29.8,79.2
IFZN,2025-03-01 14:00:00,-5.74779,-35.26025,28.6,73.2
Lagoa Azul,2025-03-01 14:00:00,-5.72888,-35.2489,30.3,NA
Parnamirim,2025-03-01 14:00:00,-5.93898,-35.266639,29.9,NA
Ponta Negra,2025-03-01 14:00:00,-5.87605,-35.17857,26.8,86.1
Oceanografia,2025-03-01 14:00:00,-5.79524,-35.18359,31.4,67.8
Alecrim,2025-03-01 15:00:00,-5.79807,-35.21727,29,74.3
DIM,2025-03-01 15:00:00,-5.87995,-35.29499,35.2,NA
EAJ,2025-03-01 15:00:00,-5.88395,-35.36455,33.4,67
Extremoz,2025-03-01 15:00:00,-5.66732,-35.29729,29.3,NA
Felipe camarao,2025-03-01 15:00:00,-5.82232,-35.26118,29.1,75.9
IF Central,2025-03-01 15:00:00,-5.81187,-35.20221,29.6,80.7
IFZN,2025-03-01 15:00:00,-5.74779,-35.26025,28.7,73.1
Lagoa Azul,2025-03-01 15:00:00,-5.72888,-35.2489,30.2,NA
Parnamirim,2025-03-01 15:00:00,-5.93898,-35.266639,25.9,NA
Ponta Negra,2025-03-01 15:00:00,-5.87605,-35.17857,28.2,NA
Oceanografia,2025-03-01 15:00:00,-5.79524,-35.18359,30.7,66.7
Alecrim,2025-03-01 16:00:00,-5.79807,-35.21727,26.2,88.4
DIM,2025-03-01 16:00:00,-5.87995,-35.29499,27.2,NA
EAJ,2025-03-01 16:00:00,-5.88395,-35.36455,26.5,92.7
Extremoz,2025-03-01 16:00:00,-5.66732,-35.29729,28,NA
Felipe camarao,2025-03-01 16:00:00,-5.82232,-35.26118,26.3,92.9
IF Central,2025-03-01 16:00:00,-5.81187,-35.20221,26.2,93.6
IFZN,2025-03-01 16:00:00,-5.74779,-35.26025,27.3,81
Lagoa Azul,2025-03-01 16:00:00,-5.72888,-35.2489,29.6,NA
Parnamirim,2025-03-01 16:00:00,-5.93898,-35.266639,27.5,NA
Ponta Negra,2025-03-01 16:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-01 16:00:00,-5.79524,-35.18359,28.2,79.7
Alecrim,2025-03-01 17:00:00,-5.79807,-35.21727,26.7,83.8
DIM,2025-03-01 17:00:00,-5.87995,-35.29499,27,NA
EAJ,2025-03-01 17:00:00,-5.88395,-35.36455,26.6,90.6
Extremoz,2025-03-01 17:00:00,-5.66732,-35.29729,26.9,NA
Felipe camarao,2025-03-01 17:00:00,-5.82232,-35.26118,26.2,88.3
IF Central,2025-03-01 17:00:00,-5.81187,-35.20221,27,88.2
IFZN,2025-03-01 17:00:00,-5.74779,-35.26025,27.4,77.6
Lagoa Azul,2025-03-01 17:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-01 17:00:00,-5.93898,-35.266639,27.6,NA
Ponta Negra,2025-03-01 17:00:00,-5.87605,-35.17857,27.4,NA
Oceanografia,2025-03-01 17:00:00,-5.79524,-35.18359,28,79.1
Alecrim,2025-03-01 18:00:00,-5.79807,-35.21727,26.7,82.2
DIM,2025-03-01 18:00:00,-5.87995,-35.29499,25.6,NA
EAJ,2025-03-01 18:00:00,-5.88395,-35.36455,24.9,96.2
Extremoz,2025-03-01 18:00:00,-5.66732,-35.29729,25.9,NA
Felipe camarao,2025-03-01 18:00:00,-5.82232,-35.26118,25.8,88.3
IF Central,2025-03-01 18:00:00,-5.81187,-35.20221,26.4,88.2
IFZN,2025-03-01 18:00:00,-5.74779,-35.26025,27.2,76.7
Lagoa Azul,2025-03-01 18:00:00,-5.72888,-35.2489,27,NA
Parnamirim,2025-03-01 18:00:00,-5.93898,-35.266639,26.1,NA
Ponta Negra,2025-03-01 18:00:00,-5.87605,-35.17857,26.8,NA
Oceanografia,2025-03-01 18:00:00,-5.79524,-35.18359,27.6,80.6
Alecrim,2025-03-01 19:00:00,-5.79807,-35.21727,26.7,84.3
DIM,2025-03-01 19:00:00,-5.87995,-35.29499,25.1,NA
EAJ,2025-03-01 19:00:00,-5.88395,-35.36455,24.1,97.3
Extremoz,2025-03-01 19:00:00,-5.66732,-35.29729,25.5,NA
Felipe camarao,2025-03-01 19:00:00,-5.82232,-35.26118,25.6,89.2
IF Central,2025-03-01 19:00:00,-5.81187,-35.20221,26.6,89.7
IFZN,2025-03-01 19:00:00,-5.74779,-35.26025,27.1,77.1
Lagoa Azul,2025-03-01 19:00:00,-5.72888,-35.2489,26.7,NA
Parnamirim,2025-03-01 19:00:00,-5.93898,-35.266639,25.4,NA
Ponta Negra,2025-03-01 19:00:00,-5.87605,-35.17857,27,NA
Oceanografia,2025-03-01 19:00:00,-5.79524,-35.18359,28,80
Alecrim,2025-03-01 20:00:00,-5.79807,-35.21727,26.5,81.8
DIM,2025-03-01 20:00:00,-5.87995,-35.29499,24.6,NA
EAJ,2025-03-01 20:00:00,-5.88395,-35.36455,23.9,98.1
Extremoz,2025-03-01 20:00:00,-5.66732,-35.29729,25.4,NA
Felipe camarao,2025-03-01 20:00:00,-5.82232,-35.26118,25.1,91.7
IF Central,2025-03-01 20:00:00,-5.81187,-35.20221,26.2,89
IFZN,2025-03-01 20:00:00,-5.74779,-35.26025,26.5,80.2
Lagoa Azul,2025-03-01 20:00:00,-5.72888,-35.2489,26.6,NA
Parnamirim,2025-03-01 20:00:00,-5.93898,-35.266639,25.1,NA
Ponta Negra,2025-03-01 20:00:00,-5.87605,-35.17857,26.3,NA
Oceanografia,2025-03-01 20:00:00,-5.79524,-35.18359,26.9,82
Alecrim,2025-03-01 21:00:00,-5.79807,-35.21727,24.7,93.6
DIM,2025-03-01 21:00:00,-5.87995,-35.29499,24.2,NA
EAJ,2025-03-01 21:00:00,-5.88395,-35.36455,23.8,98.3
Extremoz,2025-03-01 21:00:00,-5.66732,-35.29729,24,NA
Felipe camarao,2025-03-01 21:00:00,-5.82232,-35.26118,24.6,95.6
IF Central,2025-03-01 21:00:00,-5.81187,-35.20221,25.1,95.5
IFZN,2025-03-01 21:00:00,-5.74779,-35.26025,25,84.4
Lagoa Azul,2025-03-01 21:00:00,-5.72888,-35.2489,24.2,NA
Parnamirim,2025-03-01 21:00:00,-5.93898,-35.266639,24.4,NA
Ponta Negra,2025-03-01 21:00:00,-5.87605,-35.17857,26.6,NA
Oceanografia,2025-03-01 21:00:00,-5.79524,-35.18359,26.7,86.7
Alecrim,2025-03-01 22:00:00,-5.79807,-35.21727,25.1,90.8
DIM,2025-03-01 22:00:00,-5.87995,-35.29499,23.8,NA
EAJ,2025-03-01 22:00:00,-5.88395,-35.36455,23.7,98.5
Extremoz,2025-03-01 22:00:00,-5.66732,-35.29729,24.1,NA
Felipe camarao,2025-03-01 22:00:00,-5.82232,-35.26118,24.2,93
IF Central,2025-03-01 22:00:00,-5.81187,-35.20221,25.2,93.7
IFZN,2025-03-01 22:00:00,-5.74779,-35.26025,25.1,85.9
Lagoa Azul,2025-03-01 22:00:00,-5.72888,-35.2489,24.4,NA
Parnamirim,2025-03-01 22:00:00,-5.93898,-35.266639,24.1,NA
Ponta Negra,2025-03-01 22:00:00,-5.87605,-35.17857,24.8,NA
Oceanografia,2025-03-01 22:00:00,-5.79524,-35.18359,26.2,86.6
Alecrim,2025-03-01 23:00:00,-5.79807,-35.21727,24.7,90.4
DIM,2025-03-01 23:00:00,-5.87995,-35.29499,23.3,NA
EAJ,2025-03-01 23:00:00,-5.88395,-35.36455,23,98.4
Extremoz,2025-03-01 23:00:00,-5.66732,-35.29729,23.8,NA
Felipe camarao,2025-03-01 23:00:00,-5.82232,-35.26118,23.9,92.9
IF Central,2025-03-01 23:00:00,-5.81187,-35.20221,24.7,94
IFZN,2025-03-01 23:00:00,-5.74779,-35.26025,24.8,85.5
Lagoa Azul,2025-03-01 23:00:00,-5.72888,-35.2489,23.9,NA
Parnamirim,2025-03-01 23:00:00,-5.93898,-35.266639,23.7,NA
Ponta Negra,2025-03-01 23:00:00,-5.87605,-35.17857,24.4,NA
Oceanografia,2025-03-01 23:00:00,-5.79524,-35.18359,25.3,88.6
Alecrim,2025-03-02 00:00:00,-5.79807,-35.21727,24.5,91.2
DIM,2025-03-02 00:00:00,-5.87995,-35.29499,22.9,NA
EAJ,2025-03-02 00:00:00,-5.88395,-35.36455,22.3,98.9
Extremoz,2025-03-02 00:00:00,-5.66732,-35.29729,23.4,NA
Felipe camarao,2025-03-02 00:00:00,-5.82232,-35.26118,23.6,93.8
IF Central,2025-03-02 00:00:00,-5.81187,-35.20221,24.5,95.1
IFZN,2025-03-02 00:00:00,-5.74779,-35.26025,24.4,85.5
Lagoa Azul,2025-03-02 00:00:00,-5.72888,-35.2489,23.7,NA
Parnamirim,2025-03-02 00:00:00,-5.93898,-35.266639,23.1,NA
Ponta Negra,2025-03-02 00:00:00,-5.87605,-35.17857,24,NA
Oceanografia,2025-03-02 00:00:00,-5.79524,-35.18359,25,90
Alecrim,2025-03-02 01:00:00,-5.79807,-35.21727,24.4,92.4
DIM,2025-03-02 01:00:00,-5.87995,-35.29499,22.9,NA
EAJ,2025-03-02 01:00:00,-5.88395,-35.36455,22.4,99.4
Extremoz,2025-03-02 01:00:00,-5.66732,-35.29729,23.1,NA
Felipe camarao,2025-03-02 01:00:00,-5.82232,-35.26118,21.5,95.1
IF Central,2025-03-02 01:00:00,-5.81187,-35.20221,24.6,94.4
IFZN,2025-03-02 01:00:00,-5.74779,-35.26025,24.4,85.3
Lagoa Azul,2025-03-02 01:00:00,-5.72888,-35.2489,23.7,NA
Parnamirim,2025-03-02 01:00:00,-5.93898,-35.266639,23.2,NA
Ponta Negra,2025-03-02 01:00:00,-5.87605,-35.17857,24,NA
Oceanografia,2025-03-02 01:00:00,-5.79524,-35.18359,25,89.7
Alecrim,2025-03-02 02:00:00,-5.79807,-35.21727,23.7,95.2
DIM,2025-03-02 02:00:00,-5.87995,-35.29499,23.1,NA
EAJ,2025-03-02 02:00:00,-5.88395,-35.36455,23,99.5
Extremoz,2025-03-02 02:00:00,-5.66732,-35.29729,22.8,NA
Felipe camarao,2025-03-02 02:00:00,-5.82232,-35.26118,22.4,96.5
IF Central,2025-03-02 02:00:00,-5.81187,-35.20221,23.8,99.6
IFZN,2025-03-02 02:00:00,-5.74779,-35.26025,23.8,90.8
Lagoa Azul,2025-03-02 02:00:00,-5.72888,-35.2489,23.3,NA
Parnamirim,2025-03-02 02:00:00,-5.93898,-35.266639,23.4,NA
Ponta Negra,2025-03-02 02:00:00,-5.87605,-35.17857,23.6,NA
Oceanografia,2025-03-02 02:00:00,-5.79524,-35.18359,24.8,94.5
Alecrim,2025-03-02 03:00:00,-5.79807,-35.21727,23.9,95.4
DIM,2025-03-02 03:00:00,-5.87995,-35.29499,23,NA
EAJ,2025-03-02 03:00:00,-5.88395,-35.36455,23.2,99.4
Extremoz,2025-03-02 03:00:00,-5.66732,-35.29729,22.9,NA
Felipe camarao,2025-03-02 03:00:00,-5.82232,-35.26118,23.3,96.7
IF Central,2025-03-02 03:00:00,-5.81187,-35.20221,23.8,100
IFZN,2025-03-02 03:00:00,-5.74779,-35.26025,23.7,90.3
Lagoa Azul,2025-03-02 03:00:00,-5.72888,-35.2489,23.2,NA
Parnamirim,2025-03-02 03:00:00,-5.93898,-35.266639,23.3,NA
Ponta Negra,2025-03-02 03:00:00,-5.87605,-35.17857,23.3,NA
Oceanografia,2025-03-02 03:00:00,-5.79524,-35.18359,24.4,95
Alecrim,2025-03-02 04:00:00,-5.79807,-35.21727,23.7,95.7
DIM,2025-03-02 04:00:00,-5.87995,-35.29499,22.9,NA
EAJ,2025-03-02 04:00:00,-5.88395,-35.36455,23,99.6
Extremoz,2025-03-02 04:00:00,-5.66732,-35.29729,22.7,NA
Felipe camarao,2025-03-02 04:00:00,-5.82232,-35.26118,23.2,96.7
IF Central,2025-03-02 04:00:00,-5.81187,-35.20221,23.7,100
IFZN,2025-03-02 04:00:00,-5.74779,-35.26025,23.5,90
Lagoa Azul,2025-03-02 04:00:00,-5.72888,-35.2489,23.2,NA
Parnamirim,2025-03-02 04:00:00,-5.93898,-35.266639,23.2,NA
Ponta Negra,2025-03-02 04:00:00,-5.87605,-35.17857,23.3,NA
Oceanografia,2025-03-02 04:00:00,-5.79524,-35.18359,24.5,95
Alecrim,2025-03-02 05:00:00,-5.79807,-35.21727,23.5,96.1
DIM,2025-03-02 05:00:00,-5.87995,-35.29499,22.8,NA
EAJ,2025-03-02 05:00:00,-5.88395,-35.36455,22.5,99.7
Extremoz,2025-03-02 05:00:00,-5.66732,-35.29729,22.7,NA
Felipe camarao,2025-03-02 05:00:00,-5.82232,-35.26118,21.1,96
IF Central,2025-03-02 05:00:00,-5.81187,-35.20221,23.5,100
IFZN,2025-03-02 05:00:00,-5.74779,-35.26025,23.4,90.1
Lagoa Azul,2025-03-02 05:00:00,-5.72888,-35.2489,22.9,NA
Parnamirim,2025-03-02 05:00:00,-5.93898,-35.266639,22.9,NA
Ponta Negra,2025-03-02 05:00:00,-5.87605,-35.17857,23.5,NA
Oceanografia,2025-03-02 05:00:00,-5.79524,-35.18359,24.6,94.9
Alecrim,2025-03-02 06:00:00,-5.79807,-35.21727,23.7,95.8
DIM,2025-03-02 06:00:00,-5.87995,-35.29499,23,NA
EAJ,2025-03-02 06:00:00,-5.88395,-35.36455,22.4,99.8
Extremoz,2025-03-02 06:00:00,-5.66732,-35.29729,22.7,NA
Felipe camarao,2025-03-02 06:00:00,-5.82232,-35.26118,21.6,95.7
IF Central,2025-03-02 06:00:00,-5.81187,-35.20221,23.6,100
IFZN,2025-03-02 06:00:00,-5.74779,-35.26025,23.7,90
Lagoa Azul,2025-03-02 06:00:00,-5.72888,-35.2489,23.2,NA
Parnamirim,2025-03-02 06:00:00,-5.93898,-35.266639,23.3,NA
Ponta Negra,2025-03-02 06:00:00,-5.87605,-35.17857,23.4,NA
Oceanografia,2025-03-02 06:00:00,-5.79524,-35.18359,25,94.3
Alecrim,2025-03-02 07:00:00,-5.79807,-35.21727,26.2,83.5
DIM,2025-03-02 07:00:00,-5.87995,-35.29499,25.2,NA
EAJ,2025-03-02 07:00:00,-5.88395,-35.36455,24.4,97.3
Extremoz,2025-03-02 07:00:00,-5.66732,-35.29729,27.6,NA
Felipe camarao,2025-03-02 07:00:00,-5.82232,-35.26118,22.7,93.4
IF Central,2025-03-02 07:00:00,-5.81187,-35.20221,24.4,98.9
IFZN,2025-03-02 07:00:00,-5.74779,-35.26025,28.5,81.4
Lagoa Azul,2025-03-02 07:00:00,-5.72888,-35.2489,24.6,NA
Parnamirim,2025-03-02 07:00:00,-5.93898,-35.266639,28.7,NA
Ponta Negra,2025-03-02 07:00:00,-5.87605,-35.17857,24.5,NA
Oceanografia,2025-03-02 07:00:00,-5.79524,-35.18359,26.8,86.9
Alecrim,2025-03-02 08:00:00,-5.79807,-35.21727,30.3,68.5
DIM,2025-03-02 08:00:00,-5.87995,-35.29499,27.6,NA
EAJ,2025-03-02 08:00:00,-5.88395,-35.36455,32.9,63.5
Extremoz,2025-03-02 08:00:00,-5.66732,-35.29729,31.6,NA
Felipe camarao,2025-03-02 08:00:00,-5.82232,-35.26118,30.1,76.6
IF Central,2025-03-02 08:00:00,-5.81187,-35.20221,26.6,90.6
IFZN,2025-03-02 08:00:00,-5.74779,-35.26025,30,73.2
Lagoa Azul,2025-03-02 08:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-02 08:00:00,-5.93898,-35.266639,31.3,NA
Ponta Negra,2025-03-02 08:00:00,-5.87605,-35.17857,26.6,88.1
Oceanografia,2025-03-02 08:00:00,-5.79524,-35.18359,28.9,81
Alecrim,2025-03-02 09:00:00,-5.79807,-35.21727,33.2,58.6
DIM,2025-03-02 09:00:00,-5.87995,-35.29499,30.1,NA
EAJ,2025-03-02 09:00:00,-5.88395,-35.36455,34.9,59.4
Extremoz,2025-03-02 09:00:00,-5.66732,-35.29729,32.3,NA
Felipe camarao,2025-03-02 09:00:00,-5.82232,-35.26118,30.5,71.2
IF Central,2025-03-02 09:00:00,-5.81187,-35.20221,33.1,72.2
IFZN,2025-03-02 09:00:00,-5.74779,-35.26025,30.9,68
Lagoa Azul,2025-03-02 09:00:00,-5.72888,-35.2489,29.7,NA
Parnamirim,2025-03-02 09:00:00,-5.93898,-35.266639,33.7,NA
Ponta Negra,2025-03-02 09:00:00,-5.87605,-35.17857,28.2,79.9
Oceanografia,2025-03-02 09:00:00,-5.79524,-35.18359,33.1,71.8
Alecrim,2025-03-02 10:00:00,-5.79807,-35.21727,32.1,61.9
DIM,2025-03-02 10:00:00,-5.87995,-35.29499,32.6,NA
EAJ,2025-03-02 10:00:00,-5.88395,-35.36455,36.8,55.5
Extremoz,2025-03-02 10:00:00,-5.66732,-35.29729,33.8,NA
Felipe camarao,2025-03-02 10:00:00,-5.82232,-35.26118,30.7,67.1
IF Central,2025-03-02 10:00:00,-5.81187,-35.20221,33.1,69.2
IFZN,2025-03-02 10:00:00,-5.74779,-35.26025,31.4,63
Lagoa Azul,2025-03-02 10:00:00,-5.72888,-35.2489,31.6,NA
Parnamirim,2025-03-02 10:00:00,-5.93898,-35.266639,33.1,NA
Ponta Negra,2025-03-02 10:00:00,-5.87605,-35.17857,32.1,69.3
Oceanografia,2025-03-02 10:00:00,-5.79524,-35.18359,34.9,66.8
Alecrim,2025-03-02 11:00:00,-5.79807,-35.21727,32.8,60.7
DIM,2025-03-02 11:00:00,-5.87995,-35.29499,33.3,NA
EAJ,2025-03-02 11:00:00,-5.88395,-35.36455,36.7,56.5
Extremoz,2025-03-02 11:00:00,-5.66732,-35.29729,32.9,NA
Felipe camarao,2025-03-02 11:00:00,-5.82232,-35.26118,31,64.5
IF Central,2025-03-02 11:00:00,-5.81187,-35.20221,32.4,71.2
IFZN,2025-03-02 11:00:00,-5.74779,-35.26025,31.6,62
Lagoa Azul,2025-03-02 11:00:00,-5.72888,-35.2489,32.4,NA
Parnamirim,2025-03-02 11:00:00,-5.93898,-35.266639,34.3,NA
Ponta Negra,2025-03-02 11:00:00,-5.87605,-35.17857,31.7,71.5
Oceanografia,2025-03-02 11:00:00,-5.79524,-35.18359,34.7,65.5
Alecrim,2025-03-02 12:00:00,-5.79807,-35.21727,31.9,65.5
DIM,2025-03-02 12:00:00,-5.87995,-35.29499,33.5,NA
EAJ,2025-03-02 12:00:00,-5.88395,-35.36455,35,58
Extremoz,2025-03-02 12:00:00,-5.66732,-35.29729,34.1,NA
Felipe camarao,2025-03-02 12:00:00,-5.82232,-35.26118,31.6,66.2
IF Central,2025-03-02 12:00:00,-5.81187,-35.20221,34.1,67.2
IFZN,2025-03-02 12:00:00,-5.74779,-35.26025,32.2,63
Lagoa Azul,2025-03-02 12:00:00,-5.72888,-35.2489,32.6,NA
Parnamirim,2025-03-02 12:00:00,-5.93898,-35.266639,33.9,NA
Ponta Negra,2025-03-02 12:00:00,-5.87605,-35.17857,30.8,74.1
Oceanografia,2025-03-02 12:00:00,-5.79524,-35.18359,34.1,63.8
Alecrim,2025-03-02 13:00:00,-5.79807,-35.21727,30.7,66.2
DIM,2025-03-02 13:00:00,-5.87995,-35.29499,35.6,NA
EAJ,2025-03-02 13:00:00,-5.88395,-35.36455,36.3,60.6
Extremoz,2025-03-02 13:00:00,-5.66732,-35.29729,34.3,NA
Felipe camarao,2025-03-02 13:00:00,-5.82232,-35.26118,32.7,56.7
IF Central,2025-03-02 13:00:00,-5.81187,-35.20221,33.9,64
IFZN,2025-03-02 13:00:00,-5.74779,-35.26025,32.4,64.1
Lagoa Azul,2025-03-02 13:00:00,-5.72888,-35.2489,32.6,NA
Parnamirim,2025-03-02 13:00:00,-5.93898,-35.266639,34.5,NA
Ponta Negra,2025-03-02 13:00:00,-5.87605,-35.17857,29.6,74.5
Oceanografia,2025-03-02 13:00:00,-5.79524,-35.18359,35,57.5
Alecrim,2025-03-02 14:00:00,-5.79807,-35.21727,30.2,69.7
DIM,2025-03-02 14:00:00,-5.87995,-35.29499,38.2,NA
EAJ,2025-03-02 14:00:00,-5.88395,-35.36455,40.3,49.8
Extremoz,2025-03-02 14:00:00,-5.66732,-35.29729,33.4,NA
Felipe camarao,2025-03-02 14:00:00,-5.82232,-35.26118,32.2,60.5
IF Central,2025-03-02 14:00:00,-5.81187,-35.20221,33.1,69.2
IFZN,2025-03-02 14:00:00,-5.74779,-35.26025,32.7,61.9
Lagoa Azul,2025-03-02 14:00:00,-5.72888,-35.2489,34.4,NA
Parnamirim,2025-03-02 14:00:00,-5.93898,-35.266639,35.5,NA
Ponta Negra,2025-03-02 14:00:00,-5.87605,-35.17857,29.9,75.2
Oceanografia,2025-03-02 14:00:00,-5.79524,-35.18359,35.9,50.9
Alecrim,2025-03-02 15:00:00,-5.79807,-35.21727,30.2,70.1
DIM,2025-03-02 15:00:00,-5.87995,-35.29499,37.8,NA
EAJ,2025-03-02 15:00:00,-5.88395,-35.36455,39.9,50
Extremoz,2025-03-02 15:00:00,-5.66732,-35.29729,32.2,NA
Felipe camarao,2025-03-02 15:00:00,-5.82232,-35.26118,31.7,63.3
IF Central,2025-03-02 15:00:00,-5.81187,-35.20221,32.3,69.7
IFZN,2025-03-02 15:00:00,-5.74779,-35.26025,32.2,66.9
Lagoa Azul,2025-03-02 15:00:00,-5.72888,-35.2489,31.7,NA
Parnamirim,2025-03-02 15:00:00,-5.93898,-35.266639,34.2,NA
Ponta Negra,2025-03-02 15:00:00,-5.87605,-35.17857,29.5,77.5
Oceanografia,2025-03-02 15:00:00,-5.79524,-35.18359,35,51.5
Alecrim,2025-03-02 16:00:00,-5.79807,-35.21727,29.7,71.9
DIM,2025-03-02 16:00:00,-5.87995,-35.29499,33.8,NA
EAJ,2025-03-02 16:00:00,-5.88395,-35.36455,38,55.7
Extremoz,2025-03-02 16:00:00,-5.66732,-35.29729,30.9,NA
Felipe camarao,2025-03-02 16:00:00,-5.82232,-35.26118,30.6,65.9
IF Central,2025-03-02 16:00:00,-5.81187,-35.20221,31.7,70.8
IFZN,2025-03-02 16:00:00,-5.74779,-35.26025,31.6,68.1
Lagoa Azul,2025-03-02 16:00:00,-5.72888,-35.2489,33,NA
Parnamirim,2025-03-02 16:00:00,-5.93898,-35.266639,31.9,NA
Ponta Negra,2025-03-02 16:00:00,-5.87605,-35.17857,29.2,75
Oceanografia,2025-03-02 16:00:00,-5.79524,-35.18359,33.4,54.3
Alecrim,2025-03-02 17:00:00,-5.79807,-35.21727,29.2,73.4
DIM,2025-03-02 17:00:00,-5.87995,-35.29499,30.1,NA
EAJ,2025-03-02 17:00:00,-5.88395,-35.36455,30.8,69.2
Extremoz,2025-03-02 17:00:00,-5.66732,-35.29729,29.3,NA
Felipe camarao,2025-03-02 17:00:00,-5.82232,-35.26118,29,72.1
IF Central,2025-03-02 17:00:00,-5.81187,-35.20221,29.8,77.9
IFZN,2025-03-02 17:00:00,-5.74779,-35.26025,29.4,73.6
